MutationType	variable	value	adjusted_count	type	tumor	region	rloop
totalSNV	DO45233	5	0.702748195202085	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO45235	8	1.12439711232334	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO45237	72	10.11957401091	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO45239	4	0.562198556161668	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO45241	11	1.54604602944459	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO45247	2	0.281099278080834	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO45253	10	1.40549639040417	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO45255	15	2.10824458560626	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO45257	7	0.983847473282919	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO45263	8	1.12439711232334	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO45265	10	1.40549639040417	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO45267	41	5.7625352006571	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO45269	10	1.40549639040417	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO45273	13	1.82714530752542	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO45277	10	1.40549639040417	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO45281	10	1.40549639040417	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO48672	6	0.843297834242502	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO48674	7	0.983847473282919	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO48677	22	3.09209205888917	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO48679	8	1.12439711232334	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO48681	8	1.12439711232334	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO48682	54	7.58968050818252	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO48684	6	0.843297834242502	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO48686	12	1.686595668485	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO48687	4	0.562198556161668	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO48689	20	2.81099278080834	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO48691	4	0.562198556161668	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO48692	6	0.843297834242502	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO48693	6	0.843297834242502	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO48694	5	0.702748195202085	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO48695	10	1.40549639040417	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO48697	5	0.702748195202085	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO48700	3	0.421648917121251	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO48701	12	1.686595668485	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO48703	9	1.26494675136375	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO48704	5	0.702748195202085	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO48706	12	1.686595668485	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO48709	11	1.54604602944459	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO48712	5	0.702748195202085	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO48715	12	1.686595668485	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO48716	19	2.67044314176792	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO48717	1	0.140549639040417	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO48719	34	4.77868772737418	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO48720	8	1.12439711232334	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO48721	16	2.24879422464667	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO48723	14	1.96769494656584	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO48725	6	0.843297834242502	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO48727	12	1.686595668485	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO48728	7	0.983847473282919	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO48730	6	0.843297834242502	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO48732	14	1.96769494656584	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO48733	7	0.983847473282919	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO48736	7	0.983847473282919	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO48737	8	1.12439711232334	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO48741	11	1.54604602944459	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO48742	24	3.37319133697001	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO48743	6	0.843297834242502	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO48751	15	2.10824458560626	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO48753	2	0.281099278080834	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO48757	14	1.96769494656584	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO48759	7	0.983847473282919	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO48760	17	2.38934386368709	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO48761	7	0.983847473282919	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO50772	9	1.26494675136375	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO50774	4	0.562198556161668	rloop_tss	ICGC_Liver	tss	rloop
totalSNV	DO50776	24	3.37319133697001	rloop_tss	ICGC_Liver	tss	rloop
